"y","","","","","","","",""
0,-0.941929173580322,2.98864658309755,1.66852665627065,0.711290812333879,-0.559021878516327,-0.729480627522952,1.97034907253608,-0.232559757939627
0,1.68288714716417,0.553376669896129,0.519750389685065,0.938586744344803,-0.987300447392134,-1.38355200446476,2.02876508551962,1.6476560743616
0,0.916678436196229,0.381269009428001,2.29026345454994,0.766591383678055,3.20226549050232,2.03765860765274,-0.851846493628448,2.09751937049504
1,0.316637500389862,0.656362542261863,1.12814768306846,0.665127142413895,-1.25874960968353,2.4161091616461,-0.162454566499044,0.570582845219234
1,-0.755110950255001,0.868622196708009,1.39701460531401,1.32405779829212,-0.163407959641861,1.37746750056208,-0.0217627689509274,1.30714855510302
1,2.16788520191224,1.67399426736508,0.668013263516569,1.07875870878,-1.04709535989445,2.24884600740186,2.82182076265477,-1.66049295491827
1,0.872801012833587,2.18886224892295,-0.458822876165961,0.728739899693352,2.00762631197079,2.49567468169518,1.03453897231342,2.42302996547245
1,0.793960854540807,-1.34077279014864,1.37784518272462,-0.95590287887605,3.07067892741911,-1.83824684213069,2.39957517170145,1.05180853071228
0,0.478813024691588,-0.0408774575064035,2.79404743922557,-0.277580954342817,-1.46547270089362,0.758199285991427,2.28068727568781,1.66590040620308
0,1.02224097251246,0.65652136383429,0.601852006820762,1.03824711673149,-0.770859794121511,0.18627273944353,2.21933422130899,1.54662872875368
1,0.966575130943647,0.0609733689329136,0.0725040306372416,0.226375901127912,1.41558199367719,1.58198940679522,0.193044869069719,2.04851985057945
0,2.54660741111551,-1.53271505332386,-0.211977487574226,0.0198026639013519,0.547006176761262,1.84847420618859,0.372880478841635,0.570918408417039
0,0.825182131355237,0.801313226398481,2.39449139563667,0.748031260387514,3.1960298378799,2.03403590102523,-0.324832073135862,2.4812783445353
0,-0.161468648261122,2.39996061075754,2.87989191451751,1.75485084589608,-1.8182920847404,-0.565213232900597,4.01758090191703,0.727189668190193
0,2.41530344637175,-0.563759720670559,0.392492416173795,1.27104520907744,-1.14359151623204,0.658678430941129,1.62605184474019,1.65434638971878
0,2.32761924196261,-0.509263714209714,-0.397162226679264,2.09007047119007,0.120182050415362,2.44692992820889,0.853749898630679,-0.525546171971072
1,2.05641352462782,-1.59172852479633,2.64527712069224,0.425241078511965,-0.711386016379371,2.48140943662503,-0.235451401255164,1.49593565815157
1,-1.38844009816244,1.03839861845027,1.39770570078414,1.858713014768,-0.306210133692622,1.47720409904952,2.15701204760218,-0.441597827696364
1,1.68763212221784,-0.497560644506634,0.857368455466624,-0.999300504052213,0.177538224134234,3.45484502808898,-0.595821693523651,2.51499725217906
1,0.290476664069159,1.20295700692721,2.09445335471193,1.56131525609991,1.23985787908687,-0.989928946321479,-0.413634872958601,0.585332965726749
1,0.754735500939738,0.212538855232961,2.83765163475396,2.55599695163125,0.356016883759498,1.54797783576388,-0.912854985500573,1.30708812984528
1,1.57952501029551,1.23871829785353,1.2715175983646,1.47768278776985,1.12602327749712,-0.0339793131438586,0.491195957174608,0.0100011374881922
0,1.14398251064358,1.16712158202427,-0.596941938083255,0.379629274759252,0.00457125972663142,-0.354405187418741,-0.0726239402736494,-0.381765491724319
0,2.28244229754636,1.28006926078103,-0.204170203062695,2.59495618703404,2.21224713167173,5.2012407274985,0.527249113714465,0.208680562793065
1,2.86361421451971,2.02493798180814,0.290144928078493,1.62290445176503,1.13518532294101,-0.398771107078151,2.93792893452577,0.172937897125923
0,1.40221508442212,0.3184706698598,0.922779913913094,1.77026701308105,4.39187867193696,0.606528941856904,0.564420172815348,3.14507132219652
0,-0.324656261703652,2.26366982960616,-0.20506779156186,-1.18394306814092,-2.00413499302806,1.10049348354801,1.34352674107384,2.83935696277945
1,1.48085409251856,-0.0550448552241247,0.165907813067523,0.0776492269336128,-1.341922071401,2.06517282598406,1.29983022972357,-0.178509812747154
1,1.98713023924729,1.41399090456437,1.2428029219269,1.45461658777363,-0.00671618491790826,0.519883468239205,2.72921424576659,-0.407632714305205
1,2.59601590694355,1.4242809207017,0.544429521445021,1.16715089222541,0.767989735862368,0.635128222342977,1.7779694291053,1.00761031066728
1,-1.06494491566367,1.42627108412501,1.50303178522944,2.19757702125962,0.820802055834713,2.54735409065102,-0.318699219117233,1.64435869655473
0,2.45955123112247,0.296620148002321,2.32049404578017,3.71998287116401,0.448686776953001,2.80271435832258,2.54948745292456,-1.06651399945898
0,2.31800417157871,-1.73174281308583,1.36947522490175,1.36596808152139,-0.339967356783912,2.04855392730339,0.858648173800406,2.79728907653505
1,-0.336622512836397,0.558158184481394,1.22213219936909,0.379394542616572,0.00813555717078007,1.82966343763921,1.49002073133144,1.12699345311945
0,1.43185805316286,2.28310893372795,1.18852449430413,3.45330818425218,-0.448144603771802,0.961374677953265,2.66917697758884,2.94081764786283
1,1.74435868717627,1.97438407641016,1.74884744870181,1.47918204368685,1.55248442377797,2.71048894738929,1.93700296268312,2.2499020150469
1,-0.176371114780425,1.02890645838097,-0.303608685576074,0.674098593957195,0.515489428650487,2.49500475725956,0.0485702960359079,1.33985257065567
